1.203463658664113423e+00,1.632421635632645751e+00,-1.519615503828419811e-01,1.100299978917884447e+00,-2.893346715151671744e-01,-1.371226502138246151e+00,-7.775344606179830365e-01,-1.561573163569838496e-01,-5.858914287088059325e+01,-5.858914287088059325e+01,-5.858914287088059325e+01,-5.858914287088059325e+01
-3.717943844427995526e-01,1.412176525346796163e+00,-7.473548387748730759e-01,-8.403700216003479051e-01,-2.028673923973679738e+00,2.720721538364297490e-02,3.089655675417178338e-01,-7.752352150266314523e-02,-1.825183134030448002e+02,-1.825183134030448002e+02,-1.825183134030448002e+02,-1.825183134030448002e+02
1.690384304076125277e+00,1.342189951272472426e+00,8.735662123468762585e-01,-1.134969881041395068e+00,-9.790929263499976720e-01,-9.248617039675465223e-01,-2.188359933633353460e+00,-1.430561647140869086e+00,-4.631436337750928942e+02,-4.631436337750928942e+02,-4.631436337750928942e+02,-4.631436337750928942e+02
-3.046589279103226744e-01,-2.617450255208901844e-01,-1.496917666464637475e-01,-1.228660558884443699e+00,-7.655527930096795997e-01,1.150470243131307635e+00,-3.470876984519360442e-01,-1.267989138099933299e+00,-2.190416480819392007e+02,-2.190416480819392007e+02,-2.190416480819392007e+02,-2.190416480819392007e+02
-5.880329708246320175e-01,9.306522427588528323e-01,-1.332968008910774549e-01,-1.081078139042525033e+00,-1.364597967536493650e+00,1.924614655127863672e-01,1.839454543658490260e-01,8.188353468342005614e-01,-9.280699027889689035e+01,-9.280699027889689035e+01,-9.280699027889689035e+01,-9.280699027889689035e+01
9.373432758449545821e-01,7.643660426675321640e-01,-4.560662855976103935e-02,1.396319230182116122e+00,1.481589313269620733e+00,8.185103079263988946e-01,-6.787595332579262619e-01,8.611160264794112673e-02,2.213044731634774394e+02,2.213044731634774394e+02,2.213044731634774394e+02,2.213044731634774394e+02
-4.265937580179977040e-01,5.714256901338873318e-01,9.239867103696988160e-01,-1.250900461748811476e-01,4.028182325183619905e-02,1.081889481776578732e+00,1.068750475444154358e+00,1.300645248006805588e+00,2.687736395085830168e+02,2.687736395085830168e+02,2.687736395085830168e+02,2.687736395085830168e+02
2.039629355301220415e-01,-1.114035817152695174e+00,1.958901945701194247e+00,9.602403111823365478e-02,1.052404285323134792e+00,-1.089531872353412423e+00,-1.175454803904458639e-01,-5.171472889941132189e-01,3.276552545056198973e+00,3.276552545056198973e+00,3.276552545056198973e+00,3.276552545056198973e+00
2.987056327752576346e-01,-5.995617893789469827e-02,1.736120120778170461e+00,-8.320907421532623971e-01,-1.204396463428919928e+00,8.901883951521013527e-01,-5.698140502989572642e-01,3.743144219234684766e-01,-7.850505407565134419e+01,-7.850505407565134419e+01,-7.850505407565134419e+01,-7.850505407565134419e+01
1.978044322628376428e-01,-1.540585116382557684e+00,1.552731819730755802e+00,5.717878679261355623e-01,-7.753002809451536859e-02,1.326493995703878603e+00,9.908297295397504589e-01,-6.642195873185471333e-01,1.882457906234044174e+02,1.882457906234044174e+02,1.882457906234044174e+02,1.882457906234044174e+02
-1.197362562966649113e+00,-5.783093012662343657e-01,-1.594568466240089855e+00,-2.770245402646615007e-01,1.109355865664509583e-01,3.541796581804786404e-01,-3.583792619536003143e-01,6.691017329210184883e-01,-3.946945781065656433e+01,-3.946945781065656433e+01,-3.946945781065656433e+01,-3.946945781065656433e+01
-1.574054281491804819e+00,9.195060656888709438e-01,1.500334228156564365e+00,1.417455600094195967e-01,7.760168855579725466e-01,1.061419314470314568e+00,-2.219354403000626252e-01,9.768827315669056377e-01,2.045251782572237005e+02,2.045251782572237005e+02,2.045251782572237005e+02,2.045251782572237005e+02
-6.946667354018383200e-01,4.189678065400526119e-01,-8.691226025950161693e-01,3.114990296555304461e-01,-1.063554929143727401e+00,1.980678787909972094e+00,-8.524332276042043688e-01,3.907059849561972387e-01,-4.445323822342432396e-01,-4.445323822342432396e-01,-4.445323822342432396e-01,-4.445323822342432396e-01
-4.518424366058454988e-01,-7.153869002892615514e-01,1.326361926717604334e+00,-4.674130656784468152e-01,7.879589866660382524e-01,-2.642132968703913232e+00,-2.286289954752562803e+00,-9.328398702775784201e-01,-3.967320068746345214e+02,-3.967320068746345214e+02,-3.967320068746345214e+02,-3.967320068746345214e+02
5.891890212861832232e-01,-4.941466562844854526e-01,-1.244781071283053153e+00,2.111131231853548007e-01,1.868720635190953772e+00,-5.820347194041871619e-01,1.300670571734031222e+00,-1.340167226784814369e+00,9.749212675467055078e+01,9.749212675467055078e+01,9.749212675467055078e+01,9.749212675467055078e+01
-4.089803714362446468e-02,9.311128530784941182e-01,3.946147240544745083e-01,-1.316046624128412723e-01,-2.981657963170325498e+00,-1.566160894009782423e+00,7.077204222656263699e-01,-1.581191337183464274e+00,-3.154332810893659484e+02,-3.154332810893659484e+02,-3.154332810893659484e+02,-3.154332810893659484e+02
1.382524630803952659e-01,2.977280448644715749e-01,6.202128078365989339e-01,4.796610592615334068e-01,-1.181231117579449652e+00,1.226266618033890143e+00,-2.774967413735310195e+00,1.536272868281125081e+00,-9.034882378983681406e+01,-9.034882378983681406e+01,-9.034882378983681406e+01,-9.034882378983681406e+01
-6.804832059319966264e-01,-6.514544564488926603e-01,1.675273900306752717e+00,-1.519343734407973656e+00,-9.230091040405929981e-02,7.522808628352956051e-01,2.044038965146114384e-01,2.357152545101997287e-01,-3.094768663703247924e+01,-3.094768663703247924e+01,-3.094768663703247924e+01,-3.094768663703247924e+01
1.237062436867079063e-01,-9.643688622302233615e-02,2.212117412426537477e-01,8.483617873610443949e-01,2.761731659815361839e-01,-1.088974075064642610e+00,-9.599462122499290428e-01,1.473885486607248163e+00,4.897224149081424827e+01,4.897224149081424827e+01,4.897224149081424827e+01,4.897224149081424827e+01
1.933271874995384498e-01,3.944682710823317895e-01,-8.726408823544398174e-01,-1.121695187042305586e-01,-4.898956423599133414e-01,2.988248459992615569e+00,1.196416553213152767e+00,4.413371429693617176e-01,2.559958594876578672e+02,2.559958594876578672e+02,2.559958594876578672e+02,2.559958594876578672e+02
7.792152241924140688e-01,1.213640166064258397e+00,8.929656188775723091e-01,3.590021750222757158e-01,2.693932464613980837e+00,7.219978122763299755e-01,1.565183606898253199e+00,2.973373108655705949e-02,4.318379732850448249e+02,4.318379732850448249e+02,4.318379732850448249e+02,4.318379732850448249e+02
7.570184370615162806e-02,-2.005815863379090402e-01,-1.552049477494484853e+00,-7.071878208451736203e-01,-7.839900773319210536e-01,-8.313894192565485231e-01,1.254363625852103203e-01,-6.564681139689987344e-01,-2.334001662494328855e+02,-2.334001662494328855e+02,-2.334001662494328855e+02,-2.334001662494328855e+02
-1.197250757036973923e+00,-3.569864841852937176e-01,2.702792190907433167e-01,-3.216800522110877525e-01,-1.087117374766712330e-01,-1.197278761193180108e+00,4.323890176193785351e-01,-8.517859329822035086e-01,-1.310031088637664993e+02,-1.310031088637664993e+02,-1.310031088637664993e+02,-1.310031088637664993e+02
-4.864473194674721196e-02,9.778236530492719902e-01,-2.725776848812825115e+00,1.191519261743166913e+00,-6.558427938195200702e-02,-1.943073087587760872e+00,9.907683153661780429e-01,1.230560692569397041e+00,1.078305276037146569e+02,1.078305276037146569e+02,1.078305276037146569e+02,1.078305276037146569e+02
5.404134029561230568e-01,7.927591304128487337e-01,1.931422779716645444e+00,-9.565086260616212366e-02,1.076243956740820407e+00,3.471475635099829371e-01,2.111852430053209329e+00,6.343019078945900668e-01,3.799648349114353891e+02,3.799648349114353891e+02,3.799648349114353891e+02,3.799648349114353891e+02
-6.231911402132352951e-01,-1.140061078433711739e+00,-9.091772426363946558e-01,-3.947029546886759444e-01,1.700345125310869676e+00,-1.185839078578903694e+00,-2.679441502911535378e-01,-4.795720305241099046e-01,-9.386626561413308423e+01,-9.386626561413308423e+01,-9.386626561413308423e+01,-9.386626561413308423e+01
1.463998354578868399e+00,-8.462992347568317753e-01,-8.190580219495010583e-01,-2.568060895976360114e-01,-1.532666214965386020e+00,-1.631888958042564397e+00,1.047686083286840375e-02,1.353604732898056939e+00,-1.347986189440824205e+02,-1.347986189440824205e+02,-1.347986189440824205e+02,-1.347986189440824205e+02
2.736879095821002639e-01,-8.672230453069739164e-01,-7.977814991651933918e-03,-9.114364236755346793e-01,-1.348841553303182561e+00,-3.674955524084709824e-01,-1.399781156558788320e+00,-1.320222877947792861e-01,-3.312622047447097771e+02,-3.312622047447097771e+02,-3.312622047447097771e+02,-3.312622047447097771e+02
1.035438594032279891e+00,3.353411703697761759e-01,-1.422682106885425346e-01,5.844407269678768557e-01,-1.069180058785860477e-01,-7.025123461082612986e-01,7.019018513483847865e-01,-1.574921395828961623e+00,-3.274684716936086915e+01,-3.274684716936086915e+01,-3.274684716936086915e+01,-3.274684716936086915e+01
